id,frame,x,y,action
318,318,688,219,0
319,319,688,219,0
320,320,688,219,0
321,321,688,219,0
322,322,688,219,0
323,323,688,219,0
324,324,688,219,0
325,325,688,219,0
326,326,688,219,0
327,327,688,219,0
328,328,688,219,0
329,329,688,219,0
330,330,688,219,0
331,331,688,219,0
332,332,688,219,0
333,333,688,219,0
334,334,688,219,0
335,335,688,219,0
336,336,688,219,0
337,337,688,220,0
338,338,688,222,0
339,339,688,226,0
340,340,688,229,0
341,341,688,231,0
342,342,688,235,0
343,343,689,237,0
344,344,689,241,0
345,345,689,245,0
346,346,690,248,0
347,347,690,251,0
348,348,690,254,0
349,349,690,257,0
350,350,690,258,0
351,351,690,259,0
352,352,690,261,0
353,353,690,263,0
354,354,690,266,0
355,355,690,268,0
356,356,690,271,0
357,357,690,273,0
358,358,690,276,0
359,359,691,278,0
360,360,691,281,0
361,361,691,284,0
362,362,691,287,0
363,363,692,291,0
364,364,692,295,0
365,365,693,299,0
366,366,693,302,0
367,367,693,307,0
368,368,693,312,0
369,369,694,318,0
370,370,694,323,0
371,371,695,329,0
372,372,695,333,0
373,373,695,338,0
374,374,695,344,0
375,375,695,349,0
376,376,695,353,0
377,377,695,357,0
378,378,695,359,0
379,379,696,363,0
380,380,696,365,0
381,381,696,368,0
382,382,696,371,0
383,383,696,374,0
384,384,696,377,0
385,385,696,379,0
386,386,696,381,0
387,387,696,383,0
388,388,696,385,0
389,389,696,387,0
390,390,696,388,0
391,391,696,390,0
392,392,696,392,0
393,393,696,395,0
394,394,696,396,0
395,395,696,399,0
396,396,696,399,0
397,397,696,400,0
398,398,696,400,0
399,399,696,400,0
400,400,696,400,0
401,401,696,400,0
402,402,696,400,0
403,403,696,400,0
404,404,696,400,0
405,405,696,400,0
406,406,696,400,0
407,407,696,400,0
408,408,696,400,1
409,409,696,400,1
410,410,696,400,1
411,411,696,400,1
412,412,696,400,1
413,413,696,400,1
414,414,696,400,1
415,415,696,400,1
416,416,696,400,1
417,417,696,400,1
418,418,696,400,1
419,419,696,400,1
420,420,696,400,0
421,421,696,400,0
422,422,696,400,0
423,423,696,400,0
424,424,696,400,0
425,425,696,400,0
426,426,696,400,0
427,427,696,400,0
428,428,696,400,0
429,429,696,400,0
430,430,696,400,0
431,431,696,400,0
432,432,696,400,0
433,433,696,400,0
434,434,696,400,0
435,435,696,400,0
436,436,696,400,0
437,437,696,400,0
438,438,696,400,0
439,439,696,400,0
440,440,696,400,0
441,441,696,400,0
442,442,696,400,0
443,443,696,400,0
444,444,696,400,0
445,445,696,400,0
446,446,696,400,0
447,447,696,400,0
448,448,696,400,0
449,449,696,400,0
450,450,696,400,0
451,451,696,400,0
452,452,696,400,0
453,453,696,400,0
454,454,696,400,0
455,455,696,400,0
456,456,696,400,0
457,457,696,400,0
458,458,696,400,0
459,459,696,400,0
460,460,696,400,0
461,461,696,400,0
462,462,696,400,0
463,463,696,400,0
464,464,696,400,0
465,465,696,400,0
466,466,696,400,0
467,467,696,400,0
468,468,696,400,0
469,469,696,400,0
470,470,696,400,0
471,471,696,400,0
472,472,696,400,0
473,473,696,400,0
474,474,696,400,0
475,475,696,400,0
476,476,696,400,0
477,477,696,400,0
478,478,696,400,0
479,479,696,400,0
480,480,696,400,0
481,481,696,400,0
482,482,696,400,0
483,483,696,400,0
484,484,696,400,0
485,485,696,400,0
486,486,697,400,0
487,487,698,400,0
488,488,700,399,0
489,489,703,398,0
490,490,706,397,0
491,491,710,395,0
492,492,715,394,0
493,493,724,391,0
494,494,731,390,0
495,495,741,387,0
496,496,755,383,0
497,497,765,380,0
498,498,775,378,0
499,499,782,377,0
500,500,791,374,0
501,501,800,372,0
502,502,811,370,0
503,503,820,368,0
504,504,829,366,0
505,505,839,363,0
506,506,845,362,0
507,507,856,359,0
508,508,865,358,0
509,509,875,356,0
510,510,885,355,0
511,511,902,353,0
512,512,907,352,0
513,513,924,351,0
514,514,935,350,0
515,515,948,350,0
516,516,960,349,0
517,517,974,349,0
518,518,988,349,0
519,519,1005,349,0
520,520,1023,349,0
521,521,1040,349,0
522,522,1061,349,0
523,523,1079,349,0
524,524,1095,350,0
525,525,1111,352,0
526,526,1135,355,0
527,527,1148,358,0
528,528,1161,361,0
529,529,1171,365,0
530,530,1182,368,0
531,531,1192,371,0
532,532,1203,374,0
533,533,1212,377,0
534,534,1221,380,0
535,535,1226,381,0
536,536,1234,385,0
537,537,1239,387,0
538,538,1247,390,0
539,539,1252,391,0
540,540,1258,394,0
541,541,1265,397,0
542,542,1269,400,0
543,543,1271,401,0
544,544,1280,405,0
545,545,1282,407,0
546,546,1292,411,0
547,547,1296,414,0
548,548,1303,418,0
549,549,1311,422,0
550,550,1318,426,0
551,551,1326,431,0
552,552,1334,435,0
553,553,1341,439,0
554,554,1351,444,0
555,555,1360,450,0
556,556,1369,455,0
557,557,1373,457,0
558,558,1386,465,0
559,559,1392,469,0
560,560,1397,473,0
561,561,1402,476,0
562,562,1406,480,0
563,563,1410,484,0
564,564,1416,489,0
565,565,1420,492,0
566,566,1423,496,0
567,567,1428,501,0
568,568,1433,505,0
569,569,1437,508,0
570,570,1441,512,0
571,571,1444,516,0
572,572,1447,519,0
573,573,1452,525,0
574,574,1455,530,0
575,575,1458,534,0
576,576,1461,538,0
577,577,1463,542,0
578,578,1466,546,0
579,579,1467,549,0
580,580,1469,551,0
581,581,1470,553,0
582,582,1471,555,0
583,583,1473,559,0
584,584,1475,563,0
585,585,1477,567,0
586,586,1480,572,0
587,587,1481,574,0
588,588,1481,575,0
589,589,1482,575,0
590,590,1482,576,0
591,591,1482,576,0
592,592,1482,576,0
593,593,1482,576,0
594,594,1482,576,0
595,595,1482,576,0
596,596,1482,576,0
597,597,1482,576,0
598,598,1482,576,0
599,599,1482,576,0
600,600,1482,576,0
601,601,1482,576,0
602,602,1482,576,0
603,603,1482,576,0
604,604,1482,576,0
605,605,1482,576,1
606,606,1482,576,1
607,607,1482,576,1
608,608,1482,576,1
609,609,1482,576,1
610,610,1482,576,1
611,611,1482,576,1
612,612,1482,576,1
613,613,1482,576,1
614,614,1482,576,1
615,615,1482,576,1
616,616,1482,576,1
617,617,1482,576,0
618,618,1482,576,0
619,619,1482,576,0
620,620,1482,576,0
621,621,1482,576,0
622,622,1482,576,0
623,623,1482,576,0
624,624,1482,576,0
625,625,1482,576,0
626,626,1482,576,0
627,627,1482,576,0
628,628,1482,576,0
629,629,1482,576,0
630,630,1482,576,0
631,631,1482,576,0
632,632,1482,576,0
633,633,1482,576,0
634,634,1482,576,0
635,635,1482,576,0
636,636,1482,576,0
637,637,1482,576,0
638,638,1482,576,0
639,639,1482,576,0
640,640,1482,576,0
641,641,1482,576,0
642,642,1482,576,0
643,643,1482,576,0
644,644,1482,576,0
645,645,1482,576,0
646,646,1482,576,0
647,647,1482,576,0
648,648,1482,576,0
649,649,1482,576,0
650,650,1482,576,0
651,651,1482,576,0
652,652,1482,576,0
653,653,1482,576,0
654,654,1482,576,0
655,655,1482,576,0
656,656,1482,576,0
657,657,1482,576,0
658,658,1482,576,0
659,659,1482,576,0
660,660,1482,576,0
661,661,1482,576,0
662,662,1482,576,0
663,663,1482,576,0
664,664,1482,576,0
665,665,1482,576,0
666,666,1482,576,0
667,667,1482,576,0
668,668,1482,576,0
669,669,1482,576,0
670,670,1482,576,0
671,671,1482,576,0
672,672,1482,576,0
673,673,1482,576,0
674,674,1482,576,0
675,675,1482,576,0
676,676,1482,576,0
677,677,1481,576,0
678,678,1480,576,0
679,679,1479,576,0
680,680,1478,577,0
681,681,1477,578,0
682,682,1476,579,0
683,683,1475,580,0
684,684,1474,581,0
685,685,1472,583,0
686,686,1469,586,0
687,687,1466,589,0
688,688,1463,593,0
689,689,1455,601,0
690,690,1449,606,0
691,691,1446,608,0
692,692,1441,612,0
693,693,1435,618,0
694,694,1431,622,0
695,695,1425,627,0
696,696,1422,631,0
697,697,1418,635,0
698,698,1414,639,0
699,699,1409,643,0
700,700,1404,647,0
701,701,1400,650,0
702,702,1392,658,0
703,703,1390,660,0
704,704,1383,668,0
705,705,1378,673,0
706,706,1373,678,0
707,707,1367,684,0
708,708,1362,687,0
709,709,1355,694,0
710,710,1348,699,0
711,711,1342,705,0
712,712,1336,711,0
713,713,1329,716,0
714,714,1322,722,0
715,715,1315,728,0
716,716,1306,734,0
717,717,1295,743,0
718,718,1291,746,0
719,719,1279,755,0
720,720,1272,760,0
721,721,1264,765,0
722,722,1258,769,0
723,723,1251,773,0
724,724,1242,779,0
725,725,1235,783,0
726,726,1228,787,0
727,727,1221,792,0
728,728,1214,796,0
729,729,1206,801,0
730,730,1198,807,0
731,731,1190,812,0
732,732,1182,817,0
733,733,1167,824,0
734,734,1156,829,0
735,735,1147,834,0
736,736,1137,840,0
737,737,1126,845,0
738,738,1117,851,0
739,739,1106,856,0
740,740,1096,861,0
741,741,1087,866,0
742,742,1078,871,0
743,743,1070,874,0
744,744,1064,876,0
745,745,1055,879,0
746,746,1048,881,0
747,747,1039,884,0
748,748,1030,887,0
749,749,1021,891,0
750,750,1012,894,0
751,751,1002,898,0
752,752,993,901,0
753,753,984,904,0
754,754,978,906,0
755,755,971,908,0
756,756,964,910,0
757,757,959,911,0
758,758,953,913,0
759,759,949,914,0
760,760,945,915,0
761,761,942,915,0
762,762,940,916,0
763,763,937,916,0
764,764,935,917,0
765,765,934,918,0
766,766,933,918,0
767,767,932,918,0
768,768,932,918,0
769,769,932,918,0
770,770,932,918,0
771,771,932,918,0
772,772,932,918,0
773,773,932,918,0
774,774,932,918,0
775,775,932,918,0
776,776,932,918,0
777,777,932,918,0
778,778,932,918,0
779,779,932,918,1
780,780,932,918,1
781,781,932,918,1
782,782,932,918,1
783,783,932,918,1
784,784,932,918,1
785,785,932,918,1
786,786,932,918,1
787,787,932,918,1
788,788,932,918,1
789,789,932,918,1
790,790,932,918,1
791,791,932,918,1
792,792,932,918,1
793,793,932,918,0
794,794,932,918,0
795,795,932,918,0
796,796,932,918,0
797,797,932,918,0
798,798,932,918,0
799,799,932,918,0
800,800,932,918,0
801,801,932,918,0
802,802,932,918,0
803,803,932,918,0
804,804,932,918,0
805,805,932,918,0
806,806,932,918,0
807,807,932,918,0
808,808,932,918,0
809,809,932,918,0
810,810,932,918,0
811,811,932,918,0
812,812,932,918,0
813,813,932,918,0
814,814,932,918,0
815,815,932,918,0
816,816,932,918,0
817,817,932,918,0
818,818,932,918,0
819,819,932,918,0
820,820,932,918,0
821,821,932,918,0
822,822,932,918,0
823,823,932,918,0
824,824,932,918,0
825,825,932,918,0
826,826,932,918,0
827,827,932,918,0
828,828,932,918,0
829,829,932,918,0
830,830,932,918,0
831,831,932,918,0
832,832,932,918,0
833,833,932,918,0
834,834,932,918,0
835,835,932,918,0
836,836,932,918,0
837,837,932,918,0
838,838,932,918,0
839,839,932,918,0
840,840,932,918,0
841,841,932,918,0
842,842,932,918,0
843,843,932,918,0
844,844,932,918,0
845,845,932,918,0
846,846,932,918,0
847,847,932,918,0
848,848,932,918,0
849,849,932,918,0
850,850,932,918,0
851,851,932,918,0
852,852,932,918,0
853,853,932,916,0
854,854,932,913,0
855,855,932,906,0
856,856,932,900,0
857,857,932,894,0
858,858,933,889,0
859,859,934,885,0
860,860,935,881,0
861,861,936,877,0
862,862,938,871,0
863,863,939,867,0
864,864,941,862,0
865,865,942,857,0
866,866,943,852,0
867,867,945,848,0
868,868,946,843,0
869,869,949,834,0
870,870,952,827,0
871,871,953,822,0
872,872,956,815,0
873,873,958,809,0
874,874,960,803,0
875,875,963,795,0
876,876,965,788,0
877,877,968,781,0
878,878,969,773,0
879,879,972,765,0
880,880,973,758,0
881,881,975,751,0
882,882,976,746,0
883,883,977,738,0
884,884,977,731,0
885,885,978,719,0
886,886,979,713,0
887,887,979,707,0
888,888,979,700,0
889,889,979,697,0
890,890,979,686,0
891,891,978,681,0
892,892,977,674,0
893,893,975,664,0
894,894,974,656,0
895,895,972,647,0
896,896,971,642,0
897,897,968,632,0
898,898,966,625,0
899,899,961,614,0
900,900,958,607,0
901,901,956,603,0
902,902,952,595,0
903,903,948,589,0
904,904,945,584,0
905,905,942,581,0
906,906,939,577,0
907,907,935,574,0
908,908,933,571,0
909,909,931,569,0
910,910,929,566,0
911,911,927,564,0
912,912,924,561,0
913,913,918,558,0
914,914,916,557,0
915,915,910,554,0
916,916,905,553,0
917,917,902,552,0
918,918,898,551,0
919,919,896,550,0
920,920,894,549,0
921,921,893,549,0
922,922,893,549,0
923,923,892,549,0
924,924,892,548,0
925,925,892,548,0
926,926,892,548,0
927,927,892,548,0
928,928,892,548,0
929,929,892,548,0
930,930,892,548,0
931,931,892,548,1
932,932,892,548,1
933,933,892,548,1
934,934,892,548,1
935,935,892,548,1
936,936,892,548,1
937,937,892,548,1
938,938,892,548,1
939,939,892,548,1
940,940,892,548,1
941,941,892,548,1
942,942,892,548,0
943,943,892,548,0
944,944,892,548,0
945,945,892,548,0
946,946,892,548,0
947,947,892,548,0
948,948,892,548,0
949,949,892,548,0
950,950,892,548,0
951,951,892,548,0
952,952,892,548,0
953,953,892,548,0
954,954,892,548,0
955,955,892,548,0
956,956,892,548,0
957,957,892,548,0
958,958,892,548,0
959,959,892,548,0
960,960,892,548,0
961,961,892,548,0
962,962,892,548,0
963,963,892,548,0
964,964,892,548,0
965,965,892,548,0
966,966,892,548,0
967,967,892,548,0
968,968,892,548,0
969,969,892,548,0
970,970,892,548,0
971,971,892,548,0
972,972,892,548,0
973,973,892,548,0
974,974,892,548,0
975,975,892,548,0
976,976,892,548,0
977,977,892,548,0
978,978,892,548,0
979,979,892,548,0
980,980,892,548,0
981,981,892,548,0
982,982,892,548,0
983,983,892,548,0
984,984,892,548,0
985,985,892,548,0
986,986,892,548,0
987,987,892,548,0
988,988,892,548,0
989,989,892,548,0
990,990,892,548,0
991,991,892,548,0
992,992,892,548,0
993,993,892,549,0
994,994,892,550,0
995,995,891,551,0
996,996,889,554,0
997,997,887,556,0
998,998,884,561,0
999,999,881,564,0
1000,1000,878,570,0
1001,1001,874,575,0
1002,1002,870,580,0
1003,1003,865,587,0
1004,1004,861,591,0
1005,1005,853,602,0
1006,1006,847,610,0
1007,1007,840,618,0
1008,1008,832,627,0
1009,1009,824,634,0
1010,1010,816,642,0
1011,1011,809,650,0
1012,1012,802,657,0
1013,1013,794,665,0
1014,1014,785,675,0
1015,1015,775,685,0
1016,1016,765,695,0
1017,1017,755,703,0
1018,1018,742,715,0
1019,1019,738,718,0
1020,1020,726,729,0
1021,1021,718,735,0
1022,1022,709,742,0
1023,1023,702,748,0
1024,1024,696,752,0
1025,1025,685,760,0
1026,1026,676,765,0
1027,1027,668,770,0
1028,1028,658,774,0
1029,1029,649,780,0
1030,1030,641,784,0
1031,1031,631,788,0
1032,1032,621,793,0
1033,1033,611,798,0
1034,1034,596,803,0
1035,1035,591,805,0
1036,1036,575,811,0
1037,1037,564,814,0
1038,1038,551,819,0
1039,1039,539,822,0
1040,1040,526,826,0
1041,1041,513,829,0
1042,1042,499,833,0
1043,1043,484,837,0
1044,1044,471,841,0
1045,1045,456,846,0
1046,1046,442,850,0
1047,1047,429,853,0
1048,1048,417,855,0
1049,1049,401,858,0
1050,1050,391,860,0
1051,1051,380,861,0
1052,1052,368,863,0
1053,1053,357,865,0
1054,1054,345,867,0
1055,1055,336,868,0
1056,1056,326,868,0
1057,1057,320,869,0
1058,1058,309,870,0
1059,1059,304,871,0
1060,1060,298,872,0
1061,1061,289,873,0
1062,1062,282,874,0
1063,1063,276,875,0
1064,1064,267,876,0
1065,1065,261,877,0
1066,1066,252,878,0
1067,1067,248,878,0
1068,1068,244,879,0
1069,1069,240,879,0
1070,1070,237,880,0
1071,1071,235,880,0
1072,1072,233,880,0
1073,1073,230,880,0
1074,1074,228,881,0
1075,1075,225,881,0
1076,1076,223,881,0
1077,1077,222,881,0
1078,1078,221,881,0
1079,1079,221,881,0
1080,1080,220,881,0
1081,1081,220,881,0
1082,1082,220,881,0
1083,1083,220,881,0
1084,1084,220,881,0
1085,1085,220,881,0
1086,1086,220,881,0
1087,1087,220,881,0
1088,1088,220,881,1
1089,1089,220,881,1
1090,1090,220,881,1
1091,1091,220,881,1
1092,1092,220,881,1
1093,1093,220,881,1
1094,1094,220,881,1
1095,1095,220,881,1
1096,1096,220,881,1
1097,1097,220,881,1
1098,1098,220,881,1
1099,1099,220,881,1
1100,1100,220,881,0
1101,1101,220,881,0
1102,1102,220,881,0
1103,1103,220,881,0
1104,1104,220,881,0
1105,1105,220,881,0
1106,1106,220,881,0
1107,1107,220,881,0
1108,1108,220,881,0
1109,1109,220,881,0
1110,1110,220,881,0
1111,1111,220,881,0
1112,1112,220,881,0
1113,1113,220,881,0
1114,1114,220,881,0
1115,1115,220,881,0
1116,1116,220,881,0
1117,1117,220,881,0
1118,1118,220,881,0
1119,1119,220,881,0
1120,1120,220,881,0
1121,1121,220,881,0
1122,1122,220,881,0
1123,1123,220,881,0
1124,1124,220,881,0
1125,1125,220,881,0
1126,1126,220,881,0
1127,1127,220,881,0
1128,1128,220,881,0
1129,1129,220,881,0
1130,1130,220,881,0
1131,1131,220,881,0
1132,1132,220,881,0
1133,1133,220,881,0
1134,1134,220,881,0
1135,1135,220,881,0
1136,1136,220,881,0
1137,1137,220,881,0
1138,1138,220,881,0
1139,1139,220,881,0
1140,1140,220,881,0
1141,1141,220,881,0
1142,1142,220,881,0
1143,1143,220,881,0
1144,1144,220,881,0
1145,1145,220,881,0
1146,1146,220,881,0
1147,1147,220,881,0
1148,1148,220,881,0
1149,1149,220,881,0
1150,1150,220,881,0
1151,1151,220,881,0
1152,1152,220,881,0
1153,1153,220,881,0
1154,1154,220,881,0
1155,1155,220,881,0
1156,1156,220,881,0
1157,1157,220,881,0
1158,1158,220,881,0
1159,1159,220,881,0
1160,1160,220,881,0
1161,1161,220,881,0
1162,1162,220,881,0
1163,1163,220,881,0
1164,1164,220,881,0
1165,1165,220,881,0
1166,1166,220,881,0
1167,1167,220,881,0
1168,1168,220,881,0
1169,1169,220,881,0
1170,1170,220,879,0
1171,1171,220,875,0
1172,1172,220,858,0
1173,1173,223,842,0
1174,1174,227,823,0
1175,1175,232,803,0
1176,1176,238,784,0
1177,1177,245,765,0
1178,1178,255,733,0
1179,1179,266,704,0
1180,1180,277,676,0
1181,1181,290,644,0
1182,1182,304,617,0
1183,1183,322,588,0
1184,1184,343,557,0
1185,1185,366,528,0
1186,1186,399,486,0
1187,1187,414,468,0
1188,1188,433,446,0
1189,1189,456,419,0
1190,1190,474,396,0
1191,1191,493,375,0
1192,1192,514,353,0
1193,1193,539,328,0
1194,1194,563,304,0
1195,1195,579,290,0
1196,1196,600,271,0
1197,1197,619,253,0
1198,1198,638,235,0
1199,1199,657,217,0
1200,1200,675,202,0
1201,1201,695,185,0
1202,1202,701,178,0
1203,1203,710,170,0
1204,1204,719,163,0
1205,1205,727,157,0
1206,1206,736,151,0
1207,1207,743,147,0
1208,1208,750,141,0
1209,1209,755,138,0
1210,1210,762,133,0
1211,1211,766,131,0
1212,1212,774,127,0
1213,1213,781,124,0
1214,1214,786,122,0
1215,1215,796,117,0
1216,1216,802,115,0
1217,1217,809,112,0
1218,1218,816,110,0
1219,1219,823,107,0
1220,1220,830,104,0
1221,1221,837,101,0
1222,1222,844,99,0
1223,1223,851,96,0
1224,1224,858,94,0
1225,1225,866,91,0
1226,1226,871,89,0
1227,1227,876,87,0
1228,1228,880,86,0
1229,1229,884,84,0
1230,1230,886,83,0
1231,1231,887,83,0
1232,1232,888,83,0
1233,1233,888,83,0
1234,1234,888,83,0
1235,1235,888,83,0
1236,1236,888,83,0
1237,1237,888,83,0
1238,1238,888,83,0
1239,1239,888,83,0
1240,1240,888,83,0
1241,1241,888,83,0
1242,1242,888,83,0
1243,1243,888,83,0
1244,1244,888,83,0
1245,1245,888,83,0
1246,1246,888,83,0
1247,1247,888,83,0
1248,1248,888,83,0
1249,1249,888,83,0
1250,1250,888,83,0
1251,1251,888,83,0
1252,1252,888,83,0
1253,1253,888,83,0
1254,1254,888,83,0
1255,1255,888,83,0
1256,1256,888,83,0
1257,1257,888,83,0
1258,1258,888,83,0
1259,1259,888,83,0
1260,1260,888,83,0
1261,1261,888,83,0
1262,1262,888,83,0
1263,1263,888,83,0
1264,1264,888,83,0
1265,1265,888,83,1
1266,1266,888,83,1
1267,1267,888,83,1
1268,1268,888,83,1
1269,1269,888,83,1
1270,1270,888,83,1
1271,1271,888,83,1
1272,1272,888,83,1
1273,1273,888,83,1
1274,1274,888,83,0
1275,1275,888,83,0
1276,1276,888,83,0
1277,1277,888,83,0
1278,1278,888,83,0
1279,1279,888,83,0
1280,1280,888,83,0
1281,1281,888,83,0
1282,1282,888,83,0
1283,1283,888,83,0
1284,1284,888,83,0
1285,1285,888,83,0
1286,1286,888,83,0
1287,1287,888,83,0
1288,1288,888,83,0
1289,1289,888,83,0
1290,1290,888,83,0
1291,1291,888,83,0
1292,1292,888,83,0
1293,1293,888,83,0
1294,1294,888,83,0
1295,1295,888,83,0
1296,1296,888,83,0
1297,1297,888,83,0
1298,1298,888,83,0
1299,1299,888,83,0
1300,1300,888,83,0
1301,1301,888,83,0
1302,1302,888,83,0
1303,1303,888,83,0
1304,1304,888,83,0
1305,1305,888,83,0
1306,1306,888,83,0
1307,1307,888,83,0
1308,1308,888,83,0
1309,1309,896,94,0
1310,1310,960,170,0
