id,frame,x,y,action
438,438,1042,308,0
439,439,1047,299,0
440,440,1051,291,0
441,441,1058,280,0
442,442,1063,273,0
443,443,1070,267,0
444,444,1078,261,0
445,445,1088,255,0
446,446,1099,250,0
447,447,1109,244,0
448,448,1119,239,0
449,449,1128,234,0
450,450,1135,231,0
451,451,1141,229,0
452,452,1149,226,0
453,453,1154,225,0
454,454,1163,223,0
455,455,1166,222,0
456,456,1177,221,0
457,457,1182,221,0
458,458,1189,221,0
459,459,1196,221,0
460,460,1204,223,0
461,461,1210,226,0
462,462,1217,229,0
463,463,1221,231,0
464,464,1229,235,0
465,465,1233,238,0
466,466,1238,241,0
467,467,1244,244,0
468,468,1248,247,0
469,469,1255,254,0
470,470,1256,255,0
471,471,1262,263,0
472,472,1267,267,0
473,473,1270,272,0
474,474,1274,276,0
475,475,1278,281,0
476,476,1281,286,0
477,477,1285,291,0
478,478,1288,296,0
479,479,1291,304,0
480,480,1294,311,0
481,481,1296,317,0
482,482,1299,324,0
483,483,1301,331,0
484,484,1303,341,0
485,485,1306,351,0
486,486,1308,359,0
487,487,1311,367,0
488,488,1313,373,0
489,489,1314,379,0
490,490,1315,384,0
491,491,1316,389,0
492,492,1316,395,0
493,493,1317,401,0
494,494,1317,406,0
495,495,1318,411,0
496,496,1318,416,0
497,497,1318,420,0
498,498,1319,423,0
499,499,1319,428,0
500,500,1319,432,0
501,501,1319,435,0
502,502,1319,437,0
503,503,1319,438,0
504,504,1319,440,0
505,505,1319,440,0
506,506,1319,440,0
507,507,1319,440,0
508,508,1319,440,0
509,509,1319,440,0
510,510,1319,440,0
511,511,1319,440,0
512,512,1319,440,0
513,513,1319,440,0
514,514,1319,440,0
515,515,1319,440,0
516,516,1319,440,0
517,517,1319,440,0
518,518,1319,440,0
519,519,1319,440,0
520,520,1319,440,0
521,521,1319,440,0
522,522,1319,440,0
523,523,1319,440,0
524,524,1319,440,0
525,525,1319,440,0
526,526,1319,440,0
527,527,1319,440,0
528,528,1319,440,0
529,529,1319,440,0
530,530,1319,440,0
531,531,1319,440,0
532,532,1319,439,0
533,533,1319,439,0
534,534,1319,435,0
535,535,1318,433,0
536,536,1318,430,0
537,537,1318,424,0
538,538,1318,417,0
539,539,1318,409,0
540,540,1318,398,0
541,541,1318,385,0
542,542,1318,368,0
543,543,1319,350,0
544,544,1324,326,0
545,545,1327,311,0
546,546,1331,299,0
547,547,1333,293,0
548,548,1338,279,0
549,549,1342,270,0
550,550,1346,262,0
551,551,1350,255,0
552,552,1354,249,0
553,553,1358,245,0
554,554,1362,240,0
555,555,1366,237,0
556,556,1372,233,0
557,557,1378,230,0
558,558,1390,225,0
559,559,1394,222,0
560,560,1404,219,0
561,561,1412,216,0
562,562,1418,214,0
563,563,1425,212,0
564,564,1431,211,0
565,565,1436,211,0
566,566,1442,210,0
567,567,1447,210,0
568,568,1451,210,0
569,569,1454,210,0
570,570,1458,210,0
571,571,1461,210,0
572,572,1466,210,0
573,573,1468,210,0
574,574,1473,212,0
575,575,1476,213,0
576,576,1480,215,0
577,577,1483,216,0
578,578,1486,218,0
579,579,1489,220,0
580,580,1491,222,0
581,581,1494,224,0
582,582,1496,226,0
583,583,1500,228,0
584,584,1503,231,0
585,585,1508,235,0
586,586,1512,238,0
587,587,1515,242,0
588,588,1519,247,0
589,589,1522,251,0
590,590,1524,254,0
591,591,1526,258,0
592,592,1528,262,0
593,593,1531,266,0
594,594,1534,275,0
595,595,1537,283,0
596,596,1538,288,0
597,597,1540,294,0
598,598,1542,300,0
599,599,1544,308,0
600,600,1547,317,0
601,601,1549,326,0
602,602,1551,332,0
603,603,1553,342,0
604,604,1554,346,0
605,605,1555,349,0
606,606,1556,353,0
607,607,1557,354,0
608,608,1558,360,0
609,609,1559,365,0
610,610,1560,369,0
611,611,1561,372,0
612,612,1561,375,0
613,613,1561,378,0
614,614,1561,382,0
615,615,1562,387,0
616,616,1563,396,0
617,617,1563,401,0
618,618,1563,406,0
619,619,1563,411,0
620,620,1563,414,0
621,621,1563,417,0
622,622,1563,419,0
623,623,1563,421,0
624,624,1563,422,0
625,625,1563,423,0
626,626,1563,423,0
627,627,1563,423,0
628,628,1563,423,0
629,629,1563,423,0
630,630,1563,423,0
631,631,1563,423,0
632,632,1563,423,0
633,633,1563,423,0
634,634,1563,423,0
635,635,1563,423,0
636,636,1563,423,0
637,637,1563,423,0
638,638,1563,423,0
639,639,1563,423,0
640,640,1563,423,0
641,641,1563,423,0
642,642,1563,423,0
643,643,1563,423,0
644,644,1563,423,0
645,645,1563,423,0
646,646,1563,423,0
647,647,1563,423,0
648,648,1563,423,0
649,649,1563,423,0
650,650,1563,423,0
651,651,1563,423,0
652,652,1563,423,0
653,653,1563,423,0
654,654,1563,423,0
655,655,1563,423,0
656,656,1563,423,0
657,657,1563,423,0
658,658,1563,423,0
659,659,1563,423,0
660,660,1563,423,0
661,661,1563,423,0
662,662,1563,423,0
663,663,1563,423,0
664,664,1563,423,0
665,665,1563,423,0
666,666,1563,423,0
667,667,1563,423,0
668,668,1563,423,0
669,669,1563,423,0
670,670,1563,423,0
671,671,1563,423,0
672,672,1563,423,0
673,673,1563,423,0
674,674,1563,423,0
675,675,1563,423,0
676,676,1563,423,0
677,677,1563,423,0
678,678,1563,423,0
679,679,1563,423,0
680,680,1563,423,0
681,681,1563,423,0
682,682,1563,423,0
683,683,1563,423,0
684,684,1563,423,0
685,685,1563,423,0
686,686,1563,423,0
687,687,1563,423,0
688,688,1563,423,0
689,689,1563,423,0
690,690,1563,423,0
691,691,1563,423,0
692,692,1563,423,0
693,693,1563,423,0
694,694,1563,423,0
695,695,1563,423,0
696,696,1563,423,0
697,697,1563,423,0
698,698,1563,423,0
699,699,1563,423,0
700,700,1563,423,0
701,701,1563,423,0
702,702,1563,423,0
703,703,1563,423,0
704,704,1563,423,0
705,705,1563,423,0
706,706,1563,423,0
707,707,1563,423,0
708,708,1563,423,0
709,709,1563,423,0
710,710,1563,423,0
711,711,1563,423,0
712,712,1563,423,0
713,713,1563,423,0
714,714,1563,423,0
715,715,1563,423,0
716,716,1563,423,0
717,717,1563,423,0
718,718,1563,423,0
719,719,1563,423,0
720,720,1563,423,0
721,721,1563,423,0
722,722,1563,423,0
723,723,1563,423,0
724,724,1563,423,0
725,725,1563,423,0
726,726,1563,423,0
727,727,1563,423,0
728,728,1563,423,0
729,729,1563,423,0
730,730,1563,423,0
731,731,1563,423,0
732,732,1563,423,0
733,733,1563,423,0
734,734,1563,423,0
735,735,1563,423,0
736,736,1563,423,0
737,737,1563,423,0
738,738,1563,423,0
739,739,1563,423,0
740,740,1563,423,0
741,741,1563,423,0
742,742,1563,423,0
743,743,1563,423,0
744,744,1563,423,0
745,745,1563,423,0
746,746,1563,423,0
747,747,1563,423,0
748,748,1563,423,0
749,749,1563,423,0
750,750,1563,423,0
751,751,1563,423,0
752,752,1563,423,0
753,753,1563,423,0
754,754,1563,423,0
755,755,1563,423,0
756,756,1563,423,0
757,757,1563,423,0
758,758,1563,423,0
759,759,1563,423,0
760,760,1563,423,0
761,761,1563,423,0
762,762,1563,423,0
763,763,1563,423,0
764,764,1563,423,0
765,765,1563,423,0
766,766,1563,423,0
767,767,1563,423,0
768,768,1563,423,0
769,769,1563,423,0
770,770,1563,423,0
771,771,1563,423,0
772,772,1563,423,0
773,773,1563,423,0
774,774,1563,423,0
775,775,1563,423,0
776,776,1563,423,0
777,777,1563,423,0
778,778,1563,423,0
779,779,1563,423,0
780,780,1563,423,0
781,781,1563,423,0
782,782,1563,423,0
783,783,1563,423,0
784,784,1563,423,0
785,785,1563,423,0
786,786,1563,423,0
787,787,1563,423,0
788,788,1563,423,0
789,789,1563,423,0
790,790,1563,423,0
791,791,1563,423,0
792,792,1563,423,0
793,793,1563,423,0
794,794,1563,423,0
795,795,1563,423,0
796,796,1563,423,0
797,797,1563,423,0
798,798,1563,423,0
799,799,1563,423,0
800,800,1563,423,0
801,801,1563,423,0
802,802,1563,423,0
803,803,1563,423,0
804,804,1563,423,0
805,805,1563,423,0
806,806,1563,423,0
807,807,1563,423,0
808,808,1563,423,0
809,809,1563,423,0
810,810,1563,423,0
811,811,1563,423,0
812,812,1563,423,0
813,813,1563,423,0
814,814,1563,423,0
815,815,1563,423,0
816,816,1563,423,0
817,817,1563,423,0
818,818,1563,423,0
819,819,1563,423,0
820,820,1563,423,0
821,821,1563,423,0
822,822,1563,423,0
823,823,1563,423,0
824,824,1563,423,0
825,825,1563,423,0
826,826,1563,423,0
827,827,1563,423,0
828,828,1563,423,0
829,829,1563,423,0
830,830,1563,423,0
831,831,1563,423,0
832,832,1563,423,0
833,833,1563,423,0
834,834,1563,423,0
835,835,1563,423,0
836,836,1563,423,0
837,837,1563,423,0
838,838,1563,423,0
839,839,1563,423,0
840,840,1563,423,0
841,841,1563,423,0
842,842,1563,423,0
843,843,1563,423,0
844,844,1563,423,0
845,845,1563,423,0
846,846,1563,423,0
847,847,1563,423,0
848,848,1563,423,0
849,849,1563,423,0
850,850,1563,423,0
851,851,1563,423,0
852,852,1563,423,0
853,853,1563,423,0
854,854,1563,423,0
855,855,1563,423,0
856,856,1563,423,0
857,857,1563,423,0
858,858,1563,423,0
859,859,1563,423,0
860,860,1563,423,0
861,861,1563,423,0
862,862,1563,423,0
863,863,1563,423,0
864,864,1563,423,0
865,865,1563,423,0
866,866,1563,423,0
867,867,1563,423,0
868,868,1563,423,0
869,869,1563,423,0
870,870,1563,423,0
871,871,1563,423,0
872,872,1563,423,0
873,873,1563,423,0
874,874,1563,423,0
875,875,1563,423,0
876,876,1563,423,0
877,877,1563,423,0
878,878,1563,423,0
879,879,1562,422,0
880,880,1559,421,0
881,881,1556,419,0
882,882,1548,418,0
883,883,1539,418,0
884,884,1529,418,0
885,885,1520,420,0
886,886,1499,442,0
887,887,1489,456,0
888,888,1476,480,0
889,889,1466,500,0
890,890,1461,512,0
891,891,1458,522,0
892,892,1457,524,0
893,893,1456,528,0
894,894,1456,528,0
895,895,1456,529,0
896,896,1456,529,0
897,897,1456,529,0
898,898,1455,529,0
899,899,1455,529,0
900,900,1455,529,0
901,901,1455,528,0
902,902,1452,526,0
903,903,1446,522,0
904,904,1436,518,0
905,905,1422,513,0
906,906,1405,511,0
907,907,1389,511,0
908,908,1372,514,0
909,909,1358,521,0
910,910,1351,527,0
911,911,1341,538,0
912,912,1337,545,0
913,913,1335,554,0
914,914,1335,560,0
915,915,1335,566,0
916,916,1335,571,0
917,917,1335,572,0
918,918,1335,572,0
919,919,1335,572,0
920,920,1335,572,0
921,921,1335,572,0
922,922,1335,572,0
923,923,1335,572,0
924,924,1335,571,0
925,925,1334,571,0
926,926,1333,570,0
927,927,1328,570,0
928,928,1322,570,0
929,929,1311,572,0
930,930,1290,583,0
931,931,1259,615,0
932,932,1250,629,0
933,933,1233,659,0
934,934,1228,674,0
935,935,1225,693,0
936,936,1225,704,0
937,937,1226,712,0
938,938,1229,715,0
939,939,1232,719,0
940,940,1233,721,0
941,941,1234,722,0
942,942,1234,722,0
943,943,1235,722,0
944,944,1235,722,0
945,945,1235,722,0
946,946,1235,722,0
947,947,1234,721,0
948,948,1233,720,0
949,949,1230,719,0
950,950,1225,719,0
951,951,1215,719,0
952,952,1205,719,0
953,953,1193,724,0
954,954,1180,734,0
955,955,1168,747,0
956,956,1157,761,0
957,957,1150,778,0
958,958,1144,795,0
959,959,1143,810,0
960,960,1142,825,0
961,961,1142,848,0
962,962,1142,856,0
963,963,1143,865,0
964,964,1144,873,0
965,965,1145,876,0
966,966,1146,878,0
967,967,1146,879,0
968,968,1146,879,0
969,969,1146,879,0
970,970,1146,879,0
971,971,1146,879,0
972,972,1146,878,0
973,973,1146,877,0
974,974,1145,877,0
975,975,1143,876,0
976,976,1139,875,0
977,977,1131,875,0
978,978,1121,875,0
979,979,1108,875,0
980,980,1097,878,0
981,981,1091,883,0
982,982,1085,888,0
983,983,1080,897,0
984,984,1078,909,0
985,985,1078,923,0
986,986,1078,938,0
987,987,1078,948,0
988,988,1078,959,0
989,989,1078,966,0
990,990,1078,967,0
991,991,1078,968,0
992,992,1078,968,0
993,993,1078,968,0
994,994,1078,968,0
995,995,1077,968,0
996,996,1077,968,0
997,997,1076,967,0
998,998,1074,966,0
999,999,1072,964,0
1000,1000,1067,963,0
1001,1001,1058,962,0
1002,1002,1047,962,0
1003,1003,1035,962,0
1004,1004,1024,968,0
1005,1005,1012,977,0
1006,1006,996,993,0
1007,1007,988,1007,0
1008,1008,983,1020,0
1009,1009,981,1031,0
1010,1010,979,1041,0
1011,1011,979,1049,0
1012,1012,979,1051,0
1013,1013,979,1051,0
1014,1014,979,1051,0
1015,1015,979,1051,0
1016,1016,979,1051,0
1017,1017,979,1051,0
1018,1018,979,1051,0
1019,1019,979,1051,0
1020,1020,979,1051,0
1021,1021,979,1051,0
1022,1022,979,1051,0
1023,1023,979,1051,0
1024,1024,979,1051,0
1025,1025,979,1051,0
1026,1026,979,1051,0
1027,1027,979,1051,0
1028,1028,979,1051,0
1029,1029,979,1051,0
1030,1030,979,1051,0
1031,1031,979,1051,0
1032,1032,979,1051,0
1033,1033,979,1051,0
1034,1034,979,1051,0
1035,1035,979,1051,0
1036,1036,979,1051,0
1037,1037,979,1051,0
1038,1038,979,1051,0
1039,1039,979,1051,0
1040,1040,979,1051,0
1041,1041,979,1051,0
1042,1042,979,1051,0
1043,1043,979,1051,0
1044,1044,945,969,0
1045,1045,941,961,0
1046,1046,938,955,0
1047,1047,935,947,0
1048,1048,930,941,0
1049,1049,926,937,0
1050,1050,919,933,0
1051,1051,907,933,0
1052,1052,898,933,0
1053,1053,887,935,0
1054,1054,873,945,0
1055,1055,859,958,0
1056,1056,845,972,0
1057,1057,835,990,0
1058,1058,835,990,0
1059,1059,835,990,0
1060,1060,835,990,0
1061,1061,835,990,0
1062,1062,835,990,0
1063,1063,835,990,0
1064,1064,835,990,0
1065,1065,835,990,0
1066,1066,835,990,0
1067,1067,835,990,0
1068,1068,835,990,0
1069,1069,835,990,0
1070,1070,835,990,0
1071,1071,835,990,0
1072,1072,835,986,0
1073,1073,838,978,0
1074,1074,842,963,0
1075,1075,845,941,0
1076,1076,846,920,0
1077,1077,846,903,0
1078,1078,842,891,0
1079,1079,836,881,0
1080,1080,825,870,0
1081,1081,817,865,0
1082,1082,809,862,0
1083,1083,799,860,0
1084,1084,790,860,0
1085,1085,781,860,0
1086,1086,775,862,0
1087,1087,769,866,0
1088,1088,766,867,0
1089,1089,765,868,0
1090,1090,765,868,0
1091,1091,765,868,0
1092,1092,765,868,0
1093,1093,765,867,0
1094,1094,766,865,0
1095,1095,767,863,0
1096,1096,768,860,0
1097,1097,768,853,0
1098,1098,768,845,0
1099,1099,763,824,0
1100,1100,756,806,0
1101,1101,743,788,0
1102,1102,728,774,0
1103,1103,712,766,0
1104,1104,690,763,0
1105,1105,670,763,0
1106,1106,649,763,0
1107,1107,637,766,0
1108,1108,626,770,0
1109,1109,621,772,0
1110,1110,618,772,0
1111,1111,618,772,0
1112,1112,618,772,0
1113,1113,618,772,0
1114,1114,619,770,0
1115,1115,621,768,0
1116,1116,621,766,0
1117,1117,622,764,0
1118,1118,623,759,0
1119,1119,623,754,0
1120,1120,623,745,0
1121,1121,623,737,0
1122,1122,619,728,0
1123,1123,612,716,0
1124,1124,598,699,0
1125,1125,592,692,0
1126,1126,571,678,0
1127,1127,554,673,0
1128,1128,536,670,0
1129,1129,521,670,0
1130,1130,506,670,0
1131,1131,491,676,0
1132,1132,477,685,0
1133,1133,470,691,0
1134,1134,466,695,0
1135,1135,464,697,0
1136,1136,464,697,0
1137,1137,464,697,0
1138,1138,465,696,0
1139,1139,468,692,0
1140,1140,473,683,0
1141,1141,474,681,0
1142,1142,477,672,0
1143,1143,478,659,0
1144,1144,478,646,0
1145,1145,478,635,0
1146,1146,472,624,0
1147,1147,466,614,0
1148,1148,456,606,0
1149,1149,445,598,0
1150,1150,429,593,0
1151,1151,411,592,0
1152,1152,382,592,0
1153,1153,361,596,0
1154,1154,337,605,0
1155,1155,313,616,0
1156,1156,304,621,0
1157,1157,302,622,0
1158,1158,298,624,0
1159,1159,298,624,0
1160,1160,298,624,0
1161,1161,298,624,0
1162,1162,298,624,0
1163,1163,298,624,0
1164,1164,298,624,0
1165,1165,298,624,0
1166,1166,298,624,0
1167,1167,298,624,0
1168,1168,298,624,0
1169,1169,298,624,0
1170,1170,298,624,0
1171,1171,298,624,0
1172,1172,298,624,0
1173,1173,298,624,0
1174,1174,298,624,0
1175,1175,298,624,0
1176,1176,298,624,0
1177,1177,298,624,0
1178,1178,298,624,0
1179,1179,298,624,0
1180,1180,298,624,0
1181,1181,298,624,0
1182,1182,298,624,0
1183,1183,298,624,0
1184,1184,298,624,0
1185,1185,298,624,0
1186,1186,298,624,0
1187,1187,298,624,0
1188,1188,298,624,0
1189,1189,298,624,0
1190,1190,298,624,0
1191,1191,298,624,0
1192,1192,298,624,0
1193,1193,298,624,0
1194,1194,298,624,0
1195,1195,298,624,0
1196,1196,298,624,0
1197,1197,298,624,0
1198,1198,298,624,0
1199,1199,298,624,0
1200,1200,298,624,0
1201,1201,298,624,0
1202,1202,298,624,0
1203,1203,298,624,0
1204,1204,298,624,0
1205,1205,298,624,0
1206,1206,298,624,0
1207,1207,298,624,0
1208,1208,298,624,0
1209,1209,298,624,0
1210,1210,298,624,0
1211,1211,298,624,0
1212,1212,298,624,0
1213,1213,298,624,0
1214,1214,298,624,0
1215,1215,298,624,0
1216,1216,298,624,0
1217,1217,298,624,0
1218,1218,298,624,0
1219,1219,298,624,0
1220,1220,298,624,0
1221,1221,298,624,0
1222,1222,298,624,0
1223,1223,298,624,0
1224,1224,298,624,0
1225,1225,298,624,0
1226,1226,298,624,0
1227,1227,298,624,0
1228,1228,298,624,0
1229,1229,298,624,0
1230,1230,298,624,0
1231,1231,298,624,0
1232,1232,298,624,0
1233,1233,298,624,0
1234,1234,298,624,0
1235,1235,298,624,0
1236,1236,298,624,0
1237,1237,298,624,0
1238,1238,298,624,0
1239,1239,298,624,0
1240,1240,298,624,0
1241,1241,298,624,0
1242,1242,298,624,0
1243,1243,298,624,0
1244,1244,298,624,0
1245,1245,298,624,0
1246,1246,298,624,0
1247,1247,298,624,0
1248,1248,298,624,0
1249,1249,298,624,0
1250,1250,298,624,0
1251,1251,298,624,0
1252,1252,298,624,0
1253,1253,298,624,0
1254,1254,298,624,0
1255,1255,298,624,0
1256,1256,298,624,0
1257,1257,298,624,0
1258,1258,298,624,0
1259,1259,298,624,0
1260,1260,298,624,0
1261,1261,298,624,0
1262,1262,298,624,0
1263,1263,298,624,0
1264,1264,298,624,0
1265,1265,298,624,0
1266,1266,298,624,0
1267,1267,298,624,0
1268,1268,298,624,0
1269,1269,298,624,0
1270,1270,298,624,0
1271,1271,298,624,0
1272,1272,298,624,0
